	100_8h(8hpi)	100_8h(24hpi)	100_8h(48hpi)	100_8h(72hpi)	0_8h(8hpi)	0_8h(24hpi)	0_8h(48hpi)	0_8h(72hpi)
RAB28	9.1683	9.3161	9.3094	9.3553	9.3041	9.3605	9.2309	9.0946
RAB2A	12.2366	12.0808	12.1487	12.1157	12.0176	12.1011	11.9959	11.9648
RAB2B	10.3635	 10.231	10.2287	10.2286	10.1359	10.2589	10.1569	10.0853
RAB30	8.3155	8.1349	8.2713	 8.187	8.1751	8.2486	8.1491	 8.299
RAB31	11.5732	11.7123	 12.089	12.4065	12.5684	12.1694	12.5502	13.0879
RAB32	9.76938	9.99539	9.90202	9.94626	10.1482	10.1166	 10.205	10.1317
RAB33A	6.8412	6.8062	6.8128	 7.066	6.7565	6.5426	6.7426	6.6468
RAB33B	9.5633	9.4749	9.4647	9.5377	9.5771	9.7368	9.6826	9.5542
RAB34	11.8432	11.8991	11.8559	11.8996	11.9187	 12.058	11.9437	11.7671
RAB35	10.8256	10.9545	10.8877	10.9055	10.8209	10.8732	10.7565	10.6165
RAB36	8.4354	8.6001	8.6149	8.6997	8.2898	8.3109	8.0374	7.7797
RAB37	8.5698	 7.844	8.4959	8.7921	8.6872	 8.157	8.8197	9.7975
RAB38	8.6425	 8.607	 8.776	8.3717	8.8314	8.9429	8.7923	9.0686
RAB39A	6.7337	7.0504	7.1757	7.2496	7.0781	6.8238	6.8082	6.9062
RAB39B	 8.443	8.2299	8.4163	8.4913	8.3158	 8.253	8.2788	8.4161
RAB3A	7.4994	7.4549	7.8355	8.2906	7.6806	7.4285	7.4351	7.5587
RAB3B	13.3174	12.6229	12.7973	12.9665	12.7098	12.7855	12.9261	13.1227
RAB3C	7.4456	7.6942	7.6983	7.7143	7.4622	7.1677	7.2177	7.2876
RAB3D	10.4775	10.2016	10.3187	10.3252	10.1845	10.2301	10.1968	10.2808
RAB3GAP1	 10.861	10.8816	10.8762	10.9163	10.9129	10.8976	10.9237	10.9892
RAB3GAP2	11.1451	11.1634	11.1649	11.1563	11.1689	11.2405	 11.161	11.1493
RAB3IL1	7.5535	7.8129	7.8582	7.7444	8.2969	8.2368	8.3639	 8.617
RAB3IP	10.8771	11.0323	10.9277	 11.034	10.9878	10.9975	10.9926	10.8583
RAB40A	7.4242	7.5665	7.5493	 7.375	7.6164	7.4795	7.5874	7.8472
RAB40AL	6.5229	6.5987	6.4571	6.5371	6.5662	6.3732	6.6537	6.7187
RAB40B	7.9399	7.9265	7.9075	8.0545	7.8633	7.9537	7.8574	7.5935
RAB40C	10.2347	10.2612	10.2384	10.1955	10.2333	10.3212	10.2289	10.1829
RAB41	6.2702	6.3345	6.4347	6.4842	6.4896	6.4482	6.4347	6.3168
RAB42	  7.16	6.9645	7.1104	7.1824	7.0943	7.0536	7.1111	7.0636
RAB43	11.2894	11.2079	11.3656	11.5597	11.3893	 11.193	 11.363	11.4919
RAB44	6.3611	6.5987	6.3288	6.6118	6.5362	6.3894	 6.656	6.4624
RAB4A	10.9152	 10.939	10.8741	 10.862	10.9641	10.9901	11.0297	11.0224
RAB4B	8.9927	9.0909	8.9832	8.9873	9.0244	9.0998	9.0497	8.7917
RAB4B-EGLN2	7.2959	7.3025	7.1669	7.1108	6.9605	6.7267	6.9218	7.1933
RAB5A	10.9556	11.1263	11.0933	11.0738	11.1581	11.2556	11.1216	 10.999
RAB5B	12.3132	12.3532	12.4033	12.3975	12.4675	12.3971	12.4545	12.5442
RAB5C	11.6374	11.7626	11.6818	11.7228	11.6922	11.7465	11.6752	11.5108
RAB6A	11.8387	11.9906	11.9563	 11.935	11.9562	12.0732	11.8974	11.7087
RAB6B	9.0325	9.0329	9.1294	9.6153	9.4608	9.0036	 9.578	9.7656
RAB6C	6.5881	 6.357	6.4138	6.6141	6.3974	 6.357	6.4763	 6.357
RAB7A	 12.327	12.4202	12.3737	12.3966	 12.341	12.4378	12.3012	12.1259
RAB7L1	8.5993	 8.521	8.7611	8.8654	8.8901	8.5482	8.8737	9.2388
RAB8A	10.6426	 10.796	10.7396	10.5967	10.7618	10.8501	10.7244	10.6649
RAB8B	10.3864	10.2952	10.3767	10.4066	10.3768	10.2307	10.3817	10.5047
RAB9A	9.3645	 9.518	9.3171	9.5605	  9.32	9.5012	9.3452	8.8967
RAB9B	8.2528	7.8838	8.1544	8.1893	7.9166	7.8141	7.8469	7.9771
RABAC1	10.4267	10.6079	10.5877	10.7075	10.6869	10.6535	 10.656	10.5732
RABEP1	11.5653	11.4753	11.4468	11.4308	11.3888	 11.524	11.4191	11.3342
RABEP2	 10.233	9.88547	9.98404	 9.7933	9.76818	10.0446	9.78475	 9.8301
RABEPK	8.9819	8.8867	8.8697	8.7732	8.7835	8.7977	8.7964	8.7942
RABGAP1	11.1766	11.1309	11.0835	11.2525	 11.132	 11.167	11.2028	11.0474
RABGAP1L	11.0518	10.5856	 10.536	10.3265	9.79655	 9.7424	9.68477	9.75986
RABGEF1	9.80885	9.98164	10.0088	10.0318	10.0762	10.0491	10.0098	10.0156
RABGGTA	8.9924	9.0266	 8.995	9.0028	9.0306	8.9418	9.0471	9.0572
RABGGTB	9.8597	9.6513	 9.604	9.7002	9.6125	  9.54	9.7446	9.7273
RABIF	9.1952	9.2835	9.2461	9.2858	9.1943	9.2753	9.1429	8.9898
RABL2A	9.0693	9.0882	8.9146	8.9121	8.9227	9.0266	9.0041	8.8539
RABL2B	 10.319	10.4334	10.3588	10.1941	10.2119	10.3251	10.1185	9.98843
RABL3	9.7612	9.6317	9.7471	9.7249	9.6905	9.7115	9.6692	9.8144
RABL5	 9.904	9.9884	9.8516	9.8543	9.7023	9.8065	9.6538	9.3919
RABL6	13.5688	 13.352	13.5197	13.7489	 13.652	 13.476	13.7428	13.9775
RAC1	12.7572	12.8943	12.7988	12.7087	12.8307	12.9367	12.8259	12.7231
RAC2	6.7559	7.1415	7.0381	7.2521	7.1432	7.0512	7.0546	  6.91
RAC3	9.2867	9.6677	9.4437	9.2778	9.5345	9.6665	9.5014	9.2398
RACGAP1	10.4425	10.4832	10.1649	10.0005	10.2239	10.5488	10.3922	10.1006
RACGAP1P	6.319	6.319	6.319	6.319	6.319	6.319	6.319	6.319
RAD1	 10.181	10.0182	10.0813	9.98273	9.91388	 10.046	   9.88	9.82272
RAD17	10.0869	10.0887	10.0585	9.99482	10.0848	 10.155	10.1122	10.0723
RAD18	9.3723	9.3694	9.2108	8.9504	9.1454	 9.401	9.1934	9.0863
RAD21	13.0082	12.9913	13.0191	12.8751	13.0816	13.1437	13.1073	13.1899
RAD21-AS1	6.6003	 6.456	6.6475	6.5305	 6.501	  6.56	6.4041	6.5914
RAD21L1	6.5687	6.5812	6.6375	6.7277	6.7287	6.7585	6.7399	6.6976
RAD23A	10.8077	10.9555	10.8404	10.7991	10.9113	 10.994	10.9304	10.7831
RAD23B	13.5275	13.6149	13.5682	13.5184	13.5145	13.5486	13.4674	13.4221
RAD50	11.4254	11.3646	11.3027	11.1966	11.3054	11.4478	11.3681	11.3811
RAD51	8.8724	9.0736	8.6316	8.5467	8.6328	 9.017	8.7537	8.1864
RAD51-AS1	7.1993	7.2586	7.1662	 7.221	7.2301	7.2238	7.2785	7.2184
RAD51AP1	9.8014	9.6486	9.3737	8.9969	 9.161	9.7458	9.2685	8.9849
RAD51AP2	6.6502	6.8686	6.9112	7.0615	7.0338	6.7794	6.9646	7.0516
RAD51B	7.7693	7.7777	7.8138	 7.693	7.7775	7.9163	7.7371	7.6719
RAD51C	   7.8	8.0254	8.0265	8.0102	8.0476	8.1568	7.9448	7.8394
RAD51D	8.9158	8.8598	8.8197	8.5971	8.7596	8.9196	8.7776	8.9043
RAD51L3-RFFL	6.3839	6.3839	6.3839	6.3839	6.3839	6.3839	6.3839	6.3839
RAD52	8.7335	8.8174	8.7376	8.8217	8.9902	8.7836	9.1145	9.2402
RAD54B	9.3601	9.4199	9.0759	8.9836	9.0881	9.3722	9.2362	8.7569
RAD54L	9.8081	 9.807	9.4366	9.2451	9.4304	9.8077	9.6131	9.1441
RAD54L2	10.5541	10.5544	 10.441	10.4001	10.4353	10.5034	 10.489	10.5545
RAD9A	8.9983	8.9549	9.0825	9.2254	9.0905	  8.77	9.0523	9.1572
RAD9B	6.8614	6.7487	 6.798	6.7584	6.8488	6.9952	6.9058	6.8958
RADIL	7.1932	7.2796	7.3402	7.4886	7.3621	7.2672	7.2996	7.2223
RAE1	10.4165	10.2639	10.3507	10.1483	10.1765	10.2896	10.1224	10.2397
RAET1E	 6.387	6.3305	 6.387	6.3305	 6.387	 6.499	 6.387	6.2887
RAET1G	6.3561	6.3561	6.3561	 6.483	6.3561	6.3137	6.3561	6.3137
RAET1K	6.4571	6.6198	6.5293	6.6291	6.5902	6.5728	6.5846	6.4592
RAF1	12.0758	12.0288	12.0282	11.9546	11.9826	12.0072	11.9835	12.0358
RAG1	7.2736	7.2382	7.2496	  7.32	7.3949	7.3272	7.4796	7.6097
RAG2	6.3451	6.3037	6.3451	6.3037	6.3451	6.3051	6.3451	 6.465
RAI1	12.2642	12.3398	12.2513	12.2788	12.2858	12.2439	12.3095	12.2335
RAI14	11.9626	12.3471	12.1427	12.1012	12.1391	12.3374	12.0472	11.6536
RAI2	8.9618	9.1878	8.8848	9.2787	8.7423	9.2112	8.7095	7.5739
RALA	11.5616	11.4047	11.5825	11.6319	11.5773	11.3959	11.5643	11.8334
RALB	10.6213	10.6246	10.6662	10.6062	10.6513	10.8021	10.6214	10.5759
RALBP1	11.0414	11.3746	11.2598	11.3339	11.4735	11.5495	11.4711	 11.242
RALGAPA1	10.6465	10.8449	10.7505	10.6732	10.8089	10.8762	10.7861	10.7235
RALGAPA2	11.1321	 11.133	11.1877	11.2116	 11.128	10.9406	11.0703	11.3253
RALGAPB	11.5756	11.7282	11.5946	 11.565	11.6338	11.6654	11.6439	11.5184
RALGDS	11.7348	11.6782	11.8116	11.9197	11.7312	11.4763	11.6527	11.8243
RALGPS1	9.97057	10.0085	 10.051	10.2601	10.1683	10.1705	10.1867	10.0963
RALGPS2	11.4816	11.4987	11.4329	11.2858	11.6232	11.5318	11.7427	 11.937
RALY	12.8765	12.7895	12.7943	12.6711	12.7334	12.9095	12.7441	12.7341
RALYL	7.1669	6.8913	 7.551	 7.796	7.4267	6.9848	7.1725	7.6358
RAMP1	9.84588	8.37599	9.69488	10.2906	 9.9353	8.45409	 10.131	12.4048
RAMP2	7.5851	7.4974	7.7294	7.8809	7.6975	 7.698	7.6093	  7.58
RAMP2-AS1	7.8347	7.4544	7.7253	7.8258	7.6411	7.6592	7.6538	7.8187
RAMP3	6.3675	6.3077	6.3675	6.3675	6.3675	6.3077	6.3675	6.3675
RAN	 13.039	13.0665	13.0141	 12.834	12.9301	13.1145	12.9005	 12.801
RANBP1	12.0425	11.9055	11.7948	11.5259	11.6409	 11.945	11.6877	11.5256
RANBP10	10.6057	10.5621	10.5359	10.5597	10.4992	10.5714	10.5158	  10.51
RANBP17	8.4323	8.6463	8.4548	 8.519	8.6089	8.5639	8.6748	8.5671
RANBP2	12.7233	12.7709	12.7463	 12.646	12.7398	12.7728	12.7251	 12.753
RANBP3	11.3919	11.2816	11.3955	11.3945	11.3386	11.3261	11.3083	  11.39
RANBP3L	 6.588	6.4135	6.3795	6.4135	6.3553	6.4135	6.4475	6.4135
RANBP6	10.6515	10.5619	10.5518	10.4053	10.4045	10.4373	10.3807	10.3548
RANBP9	11.2966	11.2581	11.3399	11.3656	 11.383	11.2382	11.3828	11.5492
RANGAP1	12.5378	12.7612	12.5083	12.6655	12.6926	12.8857	12.7995	12.4116
RANGRF	8.7809	8.8952	8.7121	8.7458	 8.726	8.7243	8.7673	8.7304
RAP1A	10.3695	10.3953	10.3473	10.3471	10.2609	10.5249	10.2289	9.93445
RAP1B	11.5892	11.5615	11.5586	11.5196	 11.482	11.6411	11.4591	11.3087
RAP1GAP	10.2525	10.5235	10.2373	10.3984	9.89479	10.5225	9.73113	8.73943
RAP1GAP2	13.1261	 12.274	12.2737	 12.818	11.6898	11.6302	 11.824	11.4732
RAP1GDS1	9.89818	10.0448	9.93056	9.72907	9.86887	10.0333	9.82183	9.70947
RAP2A	  11.72	11.4812	11.5158	11.6362	11.4657	 11.475	11.5428	11.5405
RAP2B	11.4037	11.0219	11.3596	11.1309	11.3209	11.0527	11.3237	12.0235
RAP2C	10.7467	10.8699	10.6279	10.4207	10.5726	11.0536	10.6044	10.1655
RAPGEF1	12.2242	12.2675	12.1697	12.0406	12.2097	12.2897	 12.257	12.2555
RAPGEF2	11.3253	11.8522	11.6432	11.7093	11.8202	11.8399	11.7497	11.4971
RAPGEF3	7.6118	7.7175	7.6612	7.5444	8.0227	7.9174	8.1787	8.4721
RAPGEF4	8.5955	7.9467	8.6971	9.2898	8.1112	7.6583	7.7674	8.0494
RAPGEF4-AS1	6.5785	6.4687	6.6308	6.6056	6.5055	6.3939	6.4167	 6.611
RAPGEF5	9.3845	8.9503	9.2019	9.0435	9.0281	8.4598	9.0325	9.9065
RAPGEF6	10.2064	10.2423	10.1994	10.1899	10.2154	 10.247	 10.227	10.1812
RAPGEFL1	8.7845	 9.071	9.2164	9.4871	9.5661	8.9685	 9.525	9.7682
RAPH1	10.1192	10.3078	10.2417	10.3759	 10.403	10.2796	10.4224	10.5101
RAPSN	6.2212	6.4825	6.5319	6.5049	6.6587	6.5049	6.5668	6.6827
RARA	10.5904	10.8363	10.7476	10.6606	10.8617	10.9251	10.8402	10.6933
RARB	7.8673	8.7577	8.5164	 8.314	8.9255	8.9208	8.8055	8.6375
RARG	  7.99	8.1752	8.1846	8.4887	8.5189	8.4446	8.5886	 8.438
RARRES1	7.0216	6.9414	6.8298	6.7077	6.8064	6.8261	6.8906	7.0388
RARRES2	8.5548	8.3572	8.3358	8.3268	8.5412	8.5198	8.7534	8.9008
RARRES3	6.7882	6.6253	6.6778	6.8177	6.7228	 6.676	6.8005	6.8193
RARS	11.3834	 11.524	11.3929	 11.275	11.3623	  11.66	11.3423	11.1398
RARS2	10.9248	10.7963	10.8723	10.7738	10.8311	11.0459	10.8368	10.7977
RASA1	11.4523	11.4589	11.4838	  11.39	11.4838	 11.312	11.4681	11.7142
RASA2	8.8538	9.0572	8.8726	8.8939	8.9253	8.9427	8.9422	 8.757
RASA3	9.60697	9.66206	 9.8951	10.5196	10.0464	9.90659	9.97802	9.71619
RASA4	10.4964	 10.156	10.6236	11.1307	10.7148	10.3269	10.6968	11.1014
RASA4B	 9.6972	9.68603	10.1655	10.5622	10.4097	9.86209	10.2977	10.8119
RASA4CP	7.5882	7.4602	7.7098	8.3477	7.8712	7.4012	 7.891	8.0351
RASAL1	7.6547	8.1093	7.6052	7.4187	7.4443	7.7101	7.3887	6.6405
RASAL2	 11.477	11.5633	11.4368	11.5751	11.5403	11.5257	11.6121	11.4338
RASAL2-AS1	7.1775	7.0489	7.0594	7.1471	7.0561	7.0914	7.1134	6.9889
RASAL3	6.3927	6.3553	6.3927	 6.505	6.3927	6.3553	6.3927	6.3553
RASD1	9.8716	9.6186	9.7819	9.9269	8.5251	8.9352	7.9416	7.0027
RASD2	6.5639	6.4922	 6.524	6.4988	6.5613	6.6294	6.5999	6.6275
RASEF	10.4973	11.1105	10.3135	10.4228	10.3915	10.6722	10.5224	9.53407
RASGEF1A	7.3863	7.4605	7.4332	7.7676	7.6944	7.3526	7.8016	7.9133
RASGEF1B	8.5473	9.0026	8.7927	9.3366	8.8026	9.1811	8.6848	 7.544
RASGEF1C	 6.948	6.7172	6.8705	6.8443	6.8372	6.8174	6.8593	7.0808
RASGRF1	6.4954	6.6873	 6.589	6.6726	6.6434	6.5773	6.6238	6.5237
RASGRF2	7.7287	8.3558	8.3867	8.2781	 8.453	8.5828	8.1572	7.8706
RASGRP1	7.7355	8.3575	7.8755	7.9369	7.7973	8.3369	7.6882	6.8112
RASGRP2	 7.049	7.1297	7.1069	7.1236	7.0476	6.9612	 6.989	6.8908
RASGRP3	6.8591	7.1276	6.9519	6.9487	7.0322	6.9101	7.0259	6.9535
RASGRP4	6.7076	6.6066	6.6113	6.6273	6.5627	6.5564	6.5865	6.5585
RASIP1	7.1935	7.3585	7.3224	7.4209	7.3808	7.3525	7.3456	7.1757
RASL10A	  7.15	 7.209	6.9835	7.1521	6.9878	 7.101	7.0732	6.6806
RASL10B	9.69619	9.54827	9.81249	9.80012	9.97983	9.89303	10.0054	10.3363
RASL11A	8.6216	8.9069	8.9096	8.9464	9.0809	9.1855	9.0226	8.8244
RASL11B	9.0916	9.1324	9.1961	8.9615	9.3415	9.0945	 9.362	  9.94
RASL12	 9.139	9.3294	9.0809	9.0873	9.2862	 9.603	9.4179	9.0962
RASSF1	9.2326	9.1307	9.0611	 9.323	9.0691	8.9937	9.1589	9.0334
RASSF10	8.1854	8.2227	8.4884	8.1715	8.4005	8.0609	8.2051	8.8386
RASSF2	10.2361	 10.368	 10.435	10.2592	10.5247	10.4405	10.4701	10.7761
RASSF3	9.3186	9.1089	8.9381	8.9999	8.7805	9.1529	8.8919	8.4766
RASSF4	9.74202	9.83618	 9.5892	10.3908	9.56809	9.52235	9.63394	8.83499
RASSF5	  8.07	7.9641	7.9775	7.9917	7.8459	7.7944	7.8264	7.7813
RASSF6	 8.456	8.2293	8.4814	8.3008	8.0113	7.8478	7.7635	8.0485
RASSF7	10.3061	10.4586	10.4054	10.5836	10.5538	10.5982	10.5783	10.4005
RASSF8	9.97604	10.2158	 10.216	10.2449	10.2634	10.2884	10.1671	10.0224
RASSF8-AS1	7.6284	 7.645	 7.744	7.6891	7.7158	7.5627	7.6438	7.8517
RASSF9	7.1336	7.1987	7.2667	7.4534	7.1486	7.0859	 7.023	6.8264
RAVER1	11.2235	11.2959	11.3588	11.3283	11.3522	11.2782	11.2813	11.4882
RAVER2	10.3495	10.0687	10.1945	10.1007	10.2304	10.2386	10.3259	10.5918
RAX	6.3981	6.2963	 6.406	6.5693	6.4086	6.2963	 6.406	6.3063
RAX2	6.5632	6.6954	6.6027	 6.491	6.5632	6.7329	6.5237	 6.397
RB1	10.4543	10.6072	10.4722	10.4667	10.5128	 10.669	10.5241	10.2056
RB1CC1	11.5944	11.5065	11.5281	11.6573	11.5567	11.5966	11.6042	11.5158
RBAK	10.4708	10.4333	10.4993	10.5796	10.5302	10.5872	10.5315	10.4735
RBAK-RBAKDN	6.4272	6.6367	 6.549	6.6358	6.7296	6.6345	6.7589	6.8253
RBAKDN	6.3322	6.2793	6.3322	6.4717	6.3322	6.2793	6.3322	6.3322
RBBP4	13.4444	13.2428	13.2491	13.2152	13.2105	13.3318	13.2888	 13.286
RBBP5	10.1688	10.1224	10.1213	10.1185	10.0459	10.1602	10.0319	9.96881
RBBP6	 11.472	11.5535	11.5575	11.5326	 11.662	11.5895	11.6715	  11.77
RBBP7	11.5129	11.5056	 11.488	11.4195	11.5158	11.5398	11.5422	11.5695
RBBP8	10.3952	10.3578	10.2631	10.1495	10.0271	10.3658	9.97515	 9.6524
RBBP8NL	7.6128	8.0999	7.7633	7.9307	7.7975	7.9635	7.7394	7.0664
RBBP9	9.91428	 9.8487	10.0585	10.0329	 9.9776	9.88553	  9.865	10.0866
RBCK1	10.6623	 10.712	10.6134	10.7592	10.7563	10.7934	10.8522	10.6657
RBFA	8.8446	8.7005	8.7606	8.5833	8.6238	8.6338	8.5973	 8.714
RBFADN	6.7353	6.5365	6.6368	6.6039	6.6111	6.8407	6.6476	6.6345
RBFOX1	8.1181	7.9961	 8.057	8.5082	7.7866	7.7456	7.6819	7.2344
RBFOX2	13.6206	13.5483	13.3935	13.1737	13.3127	 13.612	13.3858	13.2317
RBFOX3	6.9773	6.8606	 7.152	 7.328	7.0072	7.0488	6.8475	 6.824
RBKS	7.2742	 7.236	7.4179	 7.514	7.3738	 7.211	7.2799	7.3974
RBL1	8.8681	8.7777	8.7896	8.4659	8.7299	9.0304	8.7393	8.7659
RBL2	10.5196	  10.47	10.4095	10.3994	10.4205	10.4932	10.4811	10.3741
RBM10	11.4056	11.6809	11.6052	11.5412	11.7153	 11.743	11.6706	11.6106
RBM11	7.2963	7.5027	7.2459	7.3561	7.4127	 7.373	7.5213	7.3816
RBM12	12.5498	12.3748	12.3696	12.1504	 12.239	12.4171	12.2638	12.3037
RBM12B	10.6273	10.5006	10.4942	10.5712	10.5528	10.4566	10.6487	10.7336
RBM12B-AS1	7.1897	7.1657	7.1078	7.2993	7.2406	7.1869	7.3479	7.1352
RBM14	11.7682	11.6468	11.4396	11.1377	11.2977	11.5694	11.3911	11.2969
RBM14-RBM4	9.1149	9.4328	9.4897	9.2884	9.4917	9.2771	9.3052	9.5549
RBM15	 9.092	9.3252	9.0915	9.0843	9.2669	9.3082	9.3548	9.1335
RBM15B	12.9474	12.9495	13.0185	12.8406	13.0518	12.9504	13.0329	13.3416
RBM17	11.2441	11.3785	11.2315	 11.186	11.2198	11.3447	11.2202	11.0405
RBM18	9.7481	9.7283	9.7247	9.6597	9.6308	9.7426	9.5956	9.5497
RBM19	10.2554	10.4567	10.4919	10.3167	10.4819	10.3862	10.3586	10.5093
RBM20	8.9921	9.2492	9.0156	9.0943	9.2123	9.1795	9.2988	9.1414
RBM22	 10.572	10.4911	10.4885	10.4686	10.4404	10.5042	10.4582	10.4291
RBM23	11.0461	10.8823	10.8939	10.7533	10.7525	10.8452	10.7579	 10.825
RBM24	8.9704	8.8283	8.9591	8.7056	8.8132	8.6651	 8.746	9.0919
RBM25	11.9681	12.0859	12.0243	 12.041	12.1145	12.0716	12.1314	12.1168
RBM26	10.8705	10.8831	10.9816	10.8846	10.9598	10.9803	10.8933	11.0083
RBM26-AS1	7.6361	7.3601	7.5701	7.6583	7.4976	7.4302	7.4944	 7.646
RBM27	10.9061	11.0252	10.9595	11.0042	10.9992	11.0611	10.9923	10.8703
RBM28	9.8322	9.7087	9.7664	 9.804	9.7334	9.7973	9.7498	9.7192
RBM3	 11.969	11.6234	11.8728	 11.735	11.5514	11.5644	11.4389	11.6771
RBM33	11.0989	11.1747	11.1248	11.4044	11.3737	11.0559	11.4851	11.5274
RBM34	10.1058	10.2919	10.2076	10.0942	10.2037	10.3769	10.1509	9.96571
RBM38	10.7629	11.1498	10.8823	10.7663	10.9168	 11.195	10.8744	10.4682
RBM39	13.0129	12.9187	12.8604	12.8901	 12.842	12.9092	12.9091	12.8304
RBM4	12.5196	12.1974	12.2633	12.0781	12.0256	 12.236	12.0349	12.0502
RBM41	9.9271	9.7485	9.7215	9.8112	9.7197	9.7822	9.8216	9.7276
RBM42	11.2706	11.2554	11.2974	11.1687	11.2313	11.2691	11.1847	11.2527
RBM43	7.3542	7.3378	7.5813	7.3133	7.5643	7.3624	7.4422	7.8551
RBM44	7.0375	7.0879	 6.956	7.2154	7.1254	 7.133	7.2509	7.0344
RBM45	8.7155	8.7482	8.8376	8.4931	 8.624	8.7552	8.4562	8.5564
RBM46	7.0361	7.2832	 7.292	7.2729	7.5393	 7.477	 7.535	7.6118
RBM47	11.0838	10.6074	10.9549	10.9152	10.9879	10.7082	11.0688	11.7713
RBM48	8.8784	 8.703	8.8439	8.7903	8.7427	8.7546	8.7092	8.8585
RBM4B	10.1075	9.84292	9.87447	9.73752	9.72307	9.91253	9.76387	9.82666
RBM5	12.1679	12.2724	12.1332	12.2858	12.2845	12.1865	12.3775	12.3526
RBM6	11.7539	11.9357	11.8595	12.0634	12.0734	  11.91	12.1276	12.0995
RBM7	10.8144	10.7251	10.7118	10.6898	10.6335	10.8074	10.6456	10.5035
RBM8A	 12.546	12.3437	12.4819	12.2759	12.2619	12.3436	 12.184	12.3375
RBMS1	11.3783	 11.559	11.5787	11.5985	11.7004	11.4865	 11.661	11.8079
RBMS2	11.1129	11.4243	11.2662	11.3802	11.4357	11.4352	11.4439	11.2296
RBMS3	 8.054	8.5656	8.4818	8.3551	8.9918	9.1757	9.0329	8.8888
RBMX	13.4895	13.2722	13.2413	13.2025	13.2962	13.4088	13.4477	13.4945
RBMX2	9.2116	 9.124	9.0795	9.0167	8.9686	9.0946	8.9792	8.8989
RBMXL1	9.2022	9.4196	9.2541	9.1416	9.2926	9.3203	9.2859	9.2411
RBMXL2	6.7054	6.7062	6.5967	 6.626	 6.668	6.5937	 6.758	6.8697
RBMXL3	6.3343	6.5322	6.5064	6.4321	6.5602	6.4321	6.5011	6.7186
RBP1	12.8018	  12.47	12.4076	12.1404	12.1421	12.5605	12.2065	11.9804
RBP2	6.6475	6.7228	6.5306	6.4952	6.4916	6.6843	6.5306	6.2731
RBP3	6.6245	6.4839	6.4421	6.5544	6.3813	6.3327	6.4421	6.4047
RBP4	7.2507	7.1019	7.5006	7.2529	7.5371	6.8777	7.4303	8.5864
RBP5	7.2457	7.1886	7.1671	7.1324	7.1251	 7.478	7.1435	6.8831
RBP7	6.9589	6.8377	 6.893	 6.841	6.7786	6.6267	6.7543	6.9808
RBPJ	11.9094	11.7834	11.6893	  11.68	11.6548	 11.699	11.7476	11.6785
RBPJL	6.3688	6.3688	6.3688	6.3688	6.3688	6.3688	6.3688	6.3688
RBPMS	 11.539	11.9354	11.5922	11.6852	11.7438	11.9166	11.7929	11.3401
RBPMS2	10.3193	10.3521	10.1238	10.1025	10.2195	10.5479	10.3651	9.96228
RBSG1	6.3688	6.3688	6.3688	 6.331	6.3688	6.3688	6.3688	 6.331
RBSG4	6.4568	6.3333	6.3333	6.3333	6.2922	6.3333	6.3333	6.3333
RBX1	10.5794	10.6264	10.4804	10.3601	10.3977	10.5652	10.4058	10.1981
RC3H1	10.9046	10.8545	10.9262	10.9397	 10.863	10.9632	10.8206	10.8314
RC3H2	 10.903	11.0753	10.9009	10.8979	 10.905	11.0646	10.9081	10.7857
RCAN1	9.80163	10.1844	9.98461	10.0806	9.94129	10.4338	9.82815	8.95843
RCAN2	 11.476	11.1755	11.3062	11.3719	11.3503	11.2949	11.4572	11.6972
RCAN3	11.1332	11.0389	11.0636	11.0601	11.1339	10.9334	11.2038	11.5611
RCAN3AS	6.347	6.347	6.347	6.347	6.347	6.347	6.347	6.347
RCBTB1	10.5449	10.5479	10.7193	10.5132	10.7357	10.4463	10.6567	11.1371
RCBTB2	9.8664	9.5207	9.5584	  9.53	9.4511	9.5821	9.5514	9.6001
RCC1	11.2351	10.9965	10.9795	11.0347	10.9213	11.1267	  11.02	10.8126
RCC2	13.5411	13.4838	13.4942	13.3955	13.3927	13.4066	13.3654	13.4601
RCCD1	8.6288	8.7703	8.5633	8.4083	8.6577	8.8272	8.7377	8.4997
RCE1	 9.583	9.6985	9.7374	9.5729	9.6402	 9.661	9.5144	9.4979
RCHY1	9.68186	9.49883	9.80563	9.81375	 9.7176	9.44021	9.61169	10.0143
RCL1	8.2451	8.4158	8.4051	8.3773	8.2622	8.1326	8.1108	8.0492
RCN1	 13.097	12.7422	12.9574	12.8426	12.8194	12.9498	12.8203	13.0073
RCN2	13.6757	13.4682	13.5356	13.3711	 13.324	13.5587	13.2882	13.2735
RCN3	  8.18	8.4125	8.3525	8.5065	8.5933	8.1938	8.6275	8.7945
RCOR1	10.8343	11.0473	10.9252	11.0703	11.0057	11.0394	11.0005	10.7664
RCOR2	11.4174	10.7579	10.6175	10.7424	10.2971	10.4568	10.5369	10.3704
RCOR3	9.96626	9.98921	10.0559	10.1518	   10.1	10.0383	10.0772	10.0925
RCSD1	6.7935	6.8946	6.9038	6.9582	6.9017	6.9107	6.8456	6.7104
RCVRN	6.4105	6.3684	6.4131	6.4105	6.4105	6.4172	6.4079	6.4105
RD3	6.6073	6.7286	6.8481	6.7918	6.7476	6.4398	 6.577	6.8154
RDH10	 9.289	9.2032	9.2305	9.1258	9.3311	9.4572	9.4106	9.3699
RDH11	11.6036	 11.253	11.3253	11.4067	11.1547	11.2912	11.2086	11.0979
