	100_24h(24hpi)	100_24h(48hpi)	100_24h(72hpi)	100_24h(96hpi)	0_24h(24hpi)	0_24h(48hpi)	0_24h(72hpi)	0_24h(96hpi)
CDKN2AIPNL	8.6957	8.0828	8.0581	7.8229	8.3777	8.0244	7.8174	7.8532
CDKN2B	 10.468	11.9761	12.2914	12.5563	10.5527	12.0918	12.2363	12.6434
CDKN2B-AS1	5.6283	6.3514	6.1299	6.8171	5.7652	 6.225	6.5265	6.4902
CDKN2C	7.0968	6.3339	6.8115	6.8541	 6.737	6.6506	6.5862	7.1187
CDKN2D	6.6777	6.7145	7.4043	7.3328	6.3475	6.7957	7.1637	7.5072
CDKN3	6.9657	5.3104	5.2328	5.2884	7.1173	5.4138	5.2522	5.1883
CDNF	5.7472	5.8277	5.8005	5.7575	5.7309	5.7472	5.8228	5.9623
CDO1	4.5706	5.2116	5.0628	5.0008	4.5706	4.5706	4.5706	4.5706
CDON	7.9486	7.9767	7.6107	8.0912	7.8184	7.7682	 7.811	7.6452
CDPF1	7.3458	7.1339	7.1618	6.8975	7.5034	7.1775	7.0046	6.8533
CDR2	9.3495	9.3071	 9.444	9.4905	   9.4	9.3698	9.3685	9.6724
CDR2L	 10.823	10.8216	11.0559	10.7823	10.6729	10.6991	10.7234	10.9717
CDRT1	6.2316	7.0472	  7.02	7.3225	 6.502	6.6237	7.1916	6.8816
CDRT15L2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CDRT15P1	5.4279	5.3104	5.3178	5.6623	5.4926	5.5494	5.3581	5.3944
CDRT4	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CDS1	11.1851	11.4445	11.8042	11.9026	11.3137	11.7658	11.9401	12.2198
CDS2	10.6071	10.6691	10.6422	10.6891	10.5165	10.6533	10.5982	10.6925
CDSN	7.4732	7.6126	8.0764	8.2326	7.5895	7.8311	 8.101	8.4924
CDT1	7.8722	5.8801	6.1262	5.8323	7.7821	5.8912	5.5607	5.4192
CDV3	 11.856	12.1647	12.2823	12.3756	12.1286	12.2576	12.4369	12.4728
CDX1	 7.3387	9.54777	 10.472	10.6137	7.40238	 10.173	10.2367	11.0875
CDX2	11.5371	12.5447	12.9851	12.6815	11.5289	12.8482	12.9455	13.0076
CDYL	9.66379	9.74501	9.85501	9.90077	9.59563	 9.8306	9.93337	10.0238
CDYL2	6.2023	6.2615	6.1299	6.0309	5.8437	 6.089	6.0123	5.8185
CEACAM1	10.5766	11.3669	12.5146	12.6804	10.2272	11.3892	12.7586	12.8223
CEACAM16	4.5706	5.1204	4.9732	 5.164	4.8304	4.9725	5.1961	5.0505
CEACAM18	5.4018	 6.485	7.2818	7.7138	5.7652	6.8128	7.2305	7.9267
CEACAM19	7.6283	8.3919	8.2939	8.6522	8.0651	8.0666	 8.288	8.1392
CEACAM20	5.6998	 6.453	7.3729	8.2132	5.8229	 6.492	7.4214	8.2233
CEACAM21	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CEACAM22P	5.3046	6.1698	6.4684	7.4349	 5.677	 5.686	6.6701	 6.797
CEACAM3	4.5706	4.9691	5.1381	5.1768	4.5706	 5.157	5.2775	5.0949
CEACAM4	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CEACAM5	12.4698	14.3847	15.9289	16.2652	 12.105	14.8059	16.1531	16.6278
CEACAM6	14.9827	15.8156	16.4322	16.5252	14.9406	15.8915	16.6183	16.7362
CEACAM7	9.37872	13.6454	15.8244	15.7923	9.19472	13.8642	15.7345	15.9933
CEACAM8	4.5706	4.9427	4.5706	4.8689	4.5706	4.5706	5.0041	4.5706
CEBPA	9.77291	10.6474	11.1861	10.9651	 9.6341	11.0845	 10.832	11.2582
CEBPA-AS1	6.9218	7.3221	7.6331	7.7851	6.8364	7.5787	7.5885	8.1102
CEBPB	10.6913	11.0118	11.2482	11.0337	 10.285	11.1584	11.0245	11.1932
CEBPD	10.7701	11.4852	11.8658	11.5564	10.6845	11.7557	 11.762	11.6741
CEBPE	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CEBPG	10.0057	10.4368	 10.801	11.1734	10.0363	 10.691	10.9795	11.4409
CEBPZ	10.0471	9.86962	9.79218	9.55686	10.2386	10.0012	9.73827	9.67051
CECR1	 9.8827	10.0331	9.85214	9.39315	9.88397	9.96888	 9.6027	9.37814
CECR2	4.8326	4.9606	4.8689	4.5706	4.5706	4.5706	4.5706	4.5706
CECR3	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CECR5	9.8743	9.3026	 9.612	9.3014	9.2531	9.6252	9.3157	9.3241
CECR5-AS1	5.0429	5.0257	4.5706	5.2269	5.2548	5.3439	4.8777	5.0505
CECR6	5.9416	6.7418	6.6303	6.4947	5.3085	6.0677	5.9037	6.3615
CECR7	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CEL	6.9329	 7.448	7.7245	7.5199	7.0709	7.4047	7.7616	7.6529
CELA1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CELA2A	5.0549	4.9427	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CELA3A	10.4274	 7.4536	7.40031	6.54716	5.14831	 4.8469	4.57063	4.57063
CELA3B	8.5362	6.4171	5.9778	5.4218	4.9681	4.5706	4.5706	4.8734
CELF1	 11.675	11.6584	 11.548	11.6143	 11.664	11.5293	11.6736	 11.538
CELF2	5.0429	5.2116	4.9652	5.0965	5.0193	 5.157	5.4518	5.0505
CELF3	8.40949	 10.381	9.77365	9.15694	5.10433	 5.0477	5.31592	5.17495
CELF4	6.6368	7.7425	7.1715	7.7818	6.9287	7.1187	6.7273	6.7908
CELF5	5.8644	6.4486	5.9933	6.0064	5.6381	5.3944	5.4281	5.2462
CELF6	6.2362	6.9228	6.7208	6.5137	5.8506	 6.365	6.5112	6.2218
CELP	5.5997	6.4691	6.6741	6.9902	5.5896	 6.365	6.9281	7.1816
CELSR1	11.8514	11.8027	11.2685	10.7385	11.7572	11.6466	11.2841	10.7107
CELSR2	9.7214	9.7615	8.7754	8.8327	9.3195	8.8044	8.2725	7.8321
CELSR3	8.7693	9.7277	9.0361	9.4256	8.3046	8.1515	8.0491	8.1419
CEMP1	7.2818	7.3439	7.2362	7.2271	7.1857	7.3348	6.9793	6.9968
CEND1	 5.598	5.6832	 5.543	5.4218	5.2026	4.9725	4.8777	5.0949
CENPA	6.8879	4.5706	4.5706	4.5706	6.4444	4.5706	4.5706	4.9981
CENPB	10.7159	10.5704	10.6793	10.4548	10.4262	10.8163	10.2848	10.5833
CENPBD1	7.9478	8.0412	7.9423	7.7638	7.8236	 8.035	7.8002	7.8849
CENPC1	8.1256	8.1935	8.0707	 8.211	8.5119	8.2767	8.2833	8.3844
CENPE	9.51815	8.51752	7.30808	7.51402	 10.009	7.34018	7.29447	6.90729
CENPF	9.43555	5.90533	5.23283	5.24712	10.0633	5.85478	5.31592	5.09493
CENPH	6.6642	5.5119	5.8005	5.5757	 6.364	5.7543	5.5709	5.6783
CENPI	6.5951	5.3525	5.4992	5.2948	 6.557	5.3425	5.4899	5.3658
CENPJ	7.1935	7.5598	7.7487	9.0789	7.8119	7.3257	8.4064	8.9246
CENPK	7.3486	5.7985	5.7339	5.8215	7.1173	5.6836	5.9297	5.8078
CENPL	 6.599	6.2458	6.2452	6.5797	6.6097	6.3522	 6.209	6.3554
CENPM	7.0794	5.6342	6.5641	5.9496	6.7751	6.1591	5.8502	6.3272
CENPN	8.2372	7.4568	7.3965	7.1245	8.3657	7.5329	7.1017	7.3368
CENPO	8.5114	8.0174	7.9771	7.7557	8.4487	8.0015	7.9251	7.8719
CENPP	5.7664	5.3436	5.3527	5.0807	6.0262	 5.203	 5.036	5.3081
CENPQ	6.9548	6.9876	6.9905	7.2095	6.9361	6.8872	7.0927	7.2242
CENPT	9.56929	10.1634	10.6244	11.0637	9.72826	10.0739	 10.777	10.9601
CENPV	8.7051	8.1803	8.2933	8.1274	8.6765	 8.155	8.1871	8.2718
CENPVP1	5.9538	5.5395	5.5845	5.4993	5.8437	5.3439	5.6135	5.5177
CENPW	6.8649	5.8261	5.8933	5.5757	6.4444	5.9623	5.7036	5.6783
CEP104	9.88162	10.0402	9.84576	10.1386	9.95266	10.0051	10.0927	10.1263
CEP112	 6.981	6.7805	6.6741	6.5629	7.2621	6.8926	6.6638	6.5083
CEP120	8.5725	8.9027	8.5355	8.8783	8.7294	8.7691	8.7729	8.8405
CEP128	 5.686	5.5054	5.7678	5.5846	6.1072	5.6519	5.7989	5.7796
CEP135	7.8183	8.1289	7.9118	8.0959	8.2707	7.7564	8.1735	7.8862
CEP152	7.0968	6.9545	6.8316	7.5394	7.5124	6.9489	7.2787	7.1708
CEP164	 9.451	9.5736	9.0412	9.2767	9.5135	9.3083	9.3239	9.0203
CEP170	9.8926	9.9365	9.1761	 9.162	9.9682	9.1439	8.8825	8.5678
CEP170B	12.2772	12.4251	12.4689	12.5078	12.3192	12.4226	12.5164	12.5832
CEP170P1	5.0549	5.0954	5.1639	5.0008	4.9681	4.8469	5.1072	5.2429
CEP19	6.5046	6.5094	6.3184	6.0337	6.5719	6.3689	6.2748	6.4477
CEP192	9.5515	 9.699	9.3665	9.6482	9.8586	9.6001	 9.796	9.5278
CEP250	9.5959	9.5875	9.3776	9.7276	9.8739	9.5396	9.8808	9.6024
CEP290	8.9511	8.9847	8.3488	9.0678	9.4682	8.8545	9.2649	 8.772
CEP350	10.2633	10.9928	10.7425	11.2495	10.8114	 11.032	11.4326	11.2482
CEP41	8.6215	8.5584	8.2791	7.9563	8.4434	8.0071	8.0214	 7.776
CEP44	8.6339	8.9184	8.7285	9.2262	8.4163	8.6458	9.0719	9.0892
CEP55	7.6819	4.9691	4.8557	4.5706	8.0719	4.8552	4.8401	4.5706
CEP57	10.5257	10.4912	10.3822	10.4586	10.7794	10.7039	  10.64	10.5824
CEP57L1	 7.207	 6.983	6.8845	7.3679	7.0817	7.0162	6.9694	7.0409
CEP63	8.8489	8.9242	8.7006	8.7953	9.0226	8.6724	8.8596	8.6858
CEP68	8.6215	8.4576	7.7812	7.7207	8.3375	8.1594	7.7328	7.6374
CEP70	8.5362	 8.575	8.2599	8.5902	8.6605	8.6255	8.6104	8.7115
CEP72	8.0411	8.3761	8.5033	8.7122	8.1085	 8.311	8.8596	8.7272
CEP76	 7.756	7.6819	7.5402	7.6828	7.7321	7.6961	7.6571	7.9529
CEP78	7.9947	7.7578	 7.181	7.5038	8.1912	7.4546	7.1543	7.2031
CEP85	9.0444	8.8289	8.7631	9.0147	8.7082	8.5762	8.8167	8.9228
CEP85L	9.48404	9.88083	9.60441	10.0484	9.72051	9.56858	9.93118	9.81561
CEP89	8.4751	 8.502	8.3234	8.3426	 8.556	8.3773	8.3922	8.2668
CEP95	8.7961	9.0269	8.9535	9.3326	9.2401	8.8889	9.4887	9.1141
CEP97	7.6932	7.9169	 7.456	7.4706	7.2011	 7.287	7.3556	7.1708
CEPT1	9.85237	10.0316	10.0711	10.2259	9.78876	10.0725	10.2585	10.2587
CER1	4.5706	5.1204	5.2041	5.0008	4.5706	5.1371	4.5706	4.5706
CERCAM	9.2542	8.8868	9.1003	8.7849	9.0317	8.8923	8.6113	8.7558
CERK	11.6416	11.8016	11.8219	11.7139	11.6623	11.8659	 11.677	 11.824
CERKL	6.2879	6.8769	6.6976	6.8009	5.9639	 5.907	5.7036	5.5161
CERS1	5.4447	 5.958	6.0166	5.4911	5.0567	4.9867	5.0041	4.8734
CERS2	12.3238	12.5062	12.8194	12.7884	12.2611	12.6644	12.6062	12.9656
CERS3	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CERS4	8.4476	8.5309	8.1806	 7.821	8.2075	8.3279	7.4786	7.3277
CERS5	9.2919	9.3149	9.3688	9.1288	9.1536	9.2474	9.2157	9.1737
CERS6	12.0964	 11.864	11.6583	11.7079	12.1254	11.8451	11.7934	11.7033
CERS6-AS1	4.5706	4.5706	6.7189	6.5315	7.0186	 6.046	4.5706	4.5706
CES1	4.5706	4.8341	5.7678	6.6588	4.5706	4.5706	4.5706	4.5706
CES1P1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CES2	 11.546	11.8914	12.4767	12.5692	11.5079	12.2407	 12.328	 12.936
CES3	7.4942	7.7787	8.3529	8.6737	7.4662	8.1815	8.5612	8.7151
CES4A	8.1695	8.1803	7.9984	7.9086	8.2752	8.2767	8.2057	7.8331
CES5A	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CES5AP1	4.5706	4.5706	4.5706	4.8662	4.5706	4.5706	4.5706	4.5706
CETN2	9.9089	9.4803	9.4083	8.8564	9.9284	9.4065	9.2805	9.0435
CETN3	8.0261	7.7371	7.5465	7.6423	8.0359	7.7686	7.7103	 7.553
CETN4P	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.8485
CETP	4.5706	4.8468	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CFB	 13.289	14.9895	15.6335	15.5147	13.2595	15.3254	15.5961	15.5229
CFC1	4.9667	6.8293	8.0657	8.1074	4.5706	4.9725	4.8777	4.5706
CFC1B	5.0549	4.5706	4.5706	5.4911	4.5706	4.8653	4.5706	4.5706
CFD	7.2383	6.6782	6.8845	6.4794	7.1521	7.1067	6.6959	 6.894
CFDP1	9.94104	9.88885	10.0483	 9.8631	10.0471	10.0863	10.1167	10.1398
CFH	 6.194	8.2888	8.3436	8.6017	 7.246	8.7756	9.1826	8.8823
CFI	10.3224	11.5182	 11.901	 12.224	10.5377	11.5615	12.1206	12.3571
CFL1	 13.862	13.8122	14.2585	13.9854	 13.561	14.0022	14.0001	 14.312
CFL1P1	5.1478	5.1565	 5.127	5.2884	 5.131	4.8653	5.2259	5.0932
CFL2	8.1785	8.0129	7.8359	7.6496	8.2235	7.9783	7.8785	7.4028
CFLAR	11.7426	12.4307	12.4225	12.8908	 12.014	12.2861	12.8455	12.8156
CFLAR-AS1	4.9406	5.0579	4.9916	5.0854	4.8304	4.9867	5.2522	 5.175
CFP	5.1478	5.2566	5.1917	5.0965	 5.088	5.0477	5.4281	 5.173
CFTR	10.7385	12.0732	11.0146	10.3705	11.1279	11.7373	11.1416	10.0979
CGA	4.5706	4.5706	5.0628	4.5706	4.5706	4.5706	4.5706	4.5706
CGB	5.0429	5.1565	4.9652	5.3446	 5.088	4.9725	5.4485	5.5131
CGB1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CGB2	4.5706	4.5706	4.5706	4.8689	4.5706	4.5706	4.5706	4.5706
CGB5	4.5706	4.5706	4.8557	4.5706	4.5706	4.5706	4.5706	4.5706
CGB7	6.2023	6.1758	 6.998	7.0433	5.8776	 6.089	6.5083	6.9073
CGB8	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CGGBP1	11.1688	11.2139	11.1695	11.2056	11.2459	 11.254	11.3472	11.2649
CGN	12.7446	13.3564	13.6772	14.0035	12.9103	13.4323	13.9932	14.1173
CGNL1	7.7555	7.8075	7.7563	8.2132	6.4495	7.1347	7.7887	7.8978
CGREF1	5.5667	5.2566	 5.543	5.4718	5.3212	4.8552	5.1309	 4.963
CGRRF1	7.1715	7.1996	7.4744	7.3317	6.9825	7.2886	7.2983	7.5168
CHAC1	6.4099	6.7132	8.1443	7.8489	6.3207	7.0864	7.5249	8.1229
CHAC2	6.5508	5.7066	5.5795	5.6851	6.3821	5.9547	 5.765	5.5131
CHAD	6.4745	6.9458	  7.02	7.6904	6.4486	6.8926	7.0466	7.5321
CHADL	5.8186	5.6342	5.2634	5.3966	5.5262	5.6519	5.2775	5.3081
CHAF1A	8.3121	7.4165	7.5446	7.5641	8.3459	7.4979	7.5249	7.5461
CHAF1B	7.6399	6.7016	 6.326	6.3702	7.6987	6.6372	6.4534	6.4718
CHAMP1	9.1895	8.7959	8.2258	8.0362	9.4126	8.7742	8.2841	7.9868
CHAT	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CHCHD1	 9.484	9.1315	 9.291	8.9532	9.0279	  9.23	8.9697	9.3419
CHCHD10	9.8733	9.0003	9.0344	8.7531	9.4195	9.2494	8.9714	8.9905
CHCHD2	12.2317	11.7034	 12.219	11.8433	 11.612	12.0214	11.9027	12.1939
CHCHD3	10.0095	9.59602	9.65457	9.48624	 10.009	9.69357	 9.6104	9.55305
CHCHD4	7.9801	7.4568	7.3045	7.0886	7.9102	 7.483	 7.067	7.0092
CHCHD5	8.5207	8.1053	8.4869	7.8529	8.0599	8.3362	8.0807	8.3124
CHCHD6	7.8497	7.0675	7.3513	6.7883	7.6626	7.0684	 6.812	6.4532
CHCHD7	9.5908	 9.199	9.2236	8.9266	9.4884	9.3806	9.2112	9.0838
CHD1	 10.257	10.6715	10.4745	10.9953	10.7493	10.5703	 10.919	10.9664
CHD1L	9.7052	9.2899	9.3085	9.6289	9.6434	9.3924	9.5048	9.6225
CHD2	11.8661	12.2754	12.2507	12.6108	12.2082	12.2308	12.9388	12.6386
CHD3	13.2795	13.3851	12.8651	12.8291	13.4766	 13.311	13.1271	12.6275
CHD4	12.8869	12.9349	12.7668	12.7639	12.8955	12.8025	12.8701	12.7386
CHD5	4.8326	5.3104	5.5228	6.2292	 5.088	5.2423	5.1697	5.3058
CHD6	11.1235	11.4326	 11.066	11.4775	11.1298	11.1178	 11.477	11.2566
CHD7	10.4129	10.7717	10.4165	10.5811	10.2068	10.4505	10.7409	10.5317
CHD8	11.2633	11.4504	11.2215	11.2873	11.4912	11.2744	11.4067	11.2267
CHD9	10.9938	11.4906	11.2586	11.7234	11.5726	11.4806	 11.894	11.6995
CHDC2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CHDH	10.5137	9.95701	9.96241	10.5632	 10.085	10.2422	10.1873	10.6833
CHEK1	8.7603	7.7639	 7.466	7.2363	8.5119	7.9201	7.6018	7.3823
CHEK2	7.9272	7.3221	7.3604	7.2515	7.7983	7.2498	 7.333	7.3469
CHEK2P2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CHERP	10.5725	10.4199	10.3605	 10.273	10.5105	10.3793	10.2302	10.2247
CHFR	9.56684	9.96543	10.0497	10.0732	9.76497	10.0936	10.0595	10.0976
CHGA	 10.736	 16.238	16.7343	16.0179	4.85212	4.85524	4.85208	4.57063
CHGB	7.70907	9.22934	10.2711	 11.044	5.25481	4.98668	4.57063	4.57063
CHI3L1	4.8511	5.0954	4.9732	5.0807	4.9681	 5.157	4.8401	4.8485
CHI3L2	4.5706	4.8468	4.8689	4.5706	4.5706	4.5706	4.5706	4.8734
CHIAP2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CHIC1	8.8449	9.0241	8.5779	8.6146	 9.118	8.9163	8.8082	  8.47
CHIC2	8.4639	 8.526	 9.005	8.9118	8.1369	8.8617	8.8283	9.0751
CHID1	10.6146	10.0769	10.3904	9.86639	10.2619	10.3459	9.97481	10.0251
CHIT1	4.9667	4.5706	4.5706	5.0807	4.5706	4.5706	4.8777	4.5706
CHKA	9.94039	9.87804	9.68359	9.88943	10.0874	9.72873	9.78518	9.50913
CHKB	10.2432	10.6474	10.7425	11.0508	10.3519	10.5689	10.8741	10.9694
CHKB-AS1	5.4279	5.2116	5.3033	4.9917	5.1043	5.2251	5.0041	5.0505
CHKB-CPT1B	8.8489	9.3332	9.1706	9.6298	9.1667	9.0706	9.4139	   9.1
CHL1	4.5706	5.2116	5.2634	5.5345	4.5706	4.5706	4.5706	4.5706
CHM	9.93808	9.92214	9.91699	9.93874	10.0271	9.97745	 10.033	 10.009
CHML	7.7122	8.6342	8.4452	8.6084	8.1346	8.2498	8.7942	8.7416
CHMP1A	 11.484	11.3701	 11.816	11.5599	11.1448	11.6084	11.5568	11.8399
CHMP1B	11.4613	11.5536	11.8201	 11.696	11.3276	 11.649	11.8066	11.8646
CHMP2A	10.7738	10.6474	11.0358	10.9132	 10.751	10.8833	10.8677	11.0429
CHMP2B	 11.258	11.2792	11.5532	11.4818	11.4089	 11.345	11.6894	11.6863
CHMP3	11.5633	11.6668	11.7277	11.4331	11.7087	11.9735	11.6619	  11.74
CHMP4A	9.5618	9.5352	9.6491	 9.231	9.5579	9.5665	9.3674	9.2979
CHMP4B	12.1508	11.9847	12.3869	12.1476	12.1064	12.2503	12.2396	 12.397
CHMP4C	9.74674	9.82452	9.93495	9.98592	9.94786	10.2065	 10.114	10.2409
CHMP5	10.7551	10.8645	11.2664	11.2754	10.7146	11.1457	11.3193	 11.494
CHMP6	8.9382	8.8707	8.9594	8.8597	 8.827	8.9946	8.8994	8.8682
CHMP7	9.91712	9.82094	 10.125	9.97876	9.79055	9.84562	9.85742	10.0956
CHN1	5.3891	5.3937	5.2328	4.9878	5.2524	5.2623	5.3581	5.0932
CHN2	8.4342	 8.575	8.4293	8.6418	 8.549	8.5911	 8.695	8.6858
CHODL	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.8401	4.5706
CHORDC1	9.1638	9.2068	8.8487	8.9595	9.3115	9.0893	8.9642	8.7977
CHP1	12.1817	12.0547	 12.567	 12.359	12.3095	12.4468	12.6123	12.8313
CHP2	7.33153	9.24497	10.3802	10.8543	7.10654	9.58712	10.0595	11.2945
CHPF	12.1735	11.6427	12.3732	11.9339	11.5825	11.7165	12.0329	12.1855
CHPF2	10.9833	11.0357	11.3515	11.1709	10.7131	11.0712	 11.169	11.2266
CHPT1	10.9861	10.6755	10.7899	10.9056	10.9315	10.9007	10.6584	11.1089
CHRAC1	9.1433	8.9845	8.9102	8.7834	9.2401	 9.155	8.9603	8.9965
CHRD	5.9538	6.1212	6.7623	6.9479	5.6208	6.2465	6.4235	7.0857
CHRDL1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CHRDL2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CHRFAM7A	4.5706	4.5706	4.8689	4.5706	4.5706	4.5706	4.5706	4.5706
CHRM3	7.9697	8.5486	8.2097	8.1012	7.8866	8.5861	8.4588	8.1915
CHRM4	5.6998	5.7724	5.6242	5.5635	4.8304	4.8552	4.8521	 4.963
CHRM5	4.5706	4.8529	4.9916	4.9878	4.8304	4.8653	4.8401	4.8734
CHRNA1	6.7478	 5.262	5.2328	5.5757	4.5706	4.8469	4.9511	5.3081
CHRNA10	 5.975	5.8234	5.7678	 5.826	 5.782	5.4886	 5.526	5.3658
CHRNA2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CHRNA3	5.9958	6.2998	6.1534	5.8323	5.1043	4.5706	4.5706	4.5706
CHRNA4	4.5706	4.5706	 5.127	4.9917	4.5706	4.5706	4.5706	4.5706
CHRNA5	7.5598	6.3568	6.2823	6.1403	7.0817	5.9889	5.5294	5.5606
CHRNA7	 5.129	5.6636	 5.543	5.6988	5.3583	 5.619	5.7036	5.6029
CHRNA9	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CHRNB1	8.8089	8.7119	8.8905	8.6017	8.8885	8.8832	8.7141	8.6402
CHRNB2	6.3763	7.5728	 7.204	6.6501	4.9681	5.3439	5.3699	5.3058
CHRNB4	5.5997	5.4323	5.3989	5.4993	4.9374	4.8469	4.8777	4.8485
CHRND	4.5706	4.8529	4.8557	4.5706	4.5706	4.5706	4.5706	4.5706
CHRNE	 5.208	5.1204	4.9652	5.5345	5.1043	5.1847	5.1814	5.0949
CHRNG	4.5706	5.0257	4.8501	4.8662	4.9681	4.9867	 4.968	4.8485
CHST1	4.8326	4.5706	4.5706	4.8662	4.5706	4.5706	4.5706	4.5706
CHST10	6.7914	6.3516	6.2069	  5.79	6.6152	5.7729	5.2522	5.0505
CHST11	8.3428	8.0743	8.6391	8.3079	8.0044	8.2414	8.4926	8.6932
CHST12	8.5291	8.1372	8.1299	7.9635	7.9784	8.2497	7.8692	8.1378
CHST13	6.2528	6.3414	6.9871	6.9177	5.6381	  6.61	6.5112	6.9898
CHST14	8.4567	7.8298	7.9483	7.4167	7.8976	7.9783	7.2866	7.5084
CHST15	9.0951	8.8034	8.5275	8.2934	9.3629	8.6662	8.4584	8.3844
CHST2	4.8326	5.0954	 5.127	5.2269	4.5706	4.9867	 5.036	5.2429
CHST3	6.9106	7.0738	6.7765	6.6115	6.8452	6.9122	  6.68	6.2441
CHST4	11.1995	11.4964	12.1626	11.8597	11.1165	11.7077	12.1579	12.1429
CHST5	6.5951	6.9254	8.0757	8.0527	6.0493	6.7118	7.2676	8.2005
CHST6	7.2577	7.1423	7.2369	 7.449	 6.917	7.1801	7.2189	7.7919
CHST7	6.1653	5.7985	5.7861	 5.689	 5.979	 5.686	5.4281	5.5606
CHST8	4.8326	5.5054	5.7678	 5.922	4.8521	4.5706	4.5706	4.5706
CHST9	4.5706	5.1978	5.6987	5.6528	4.5706	4.8552	4.5706	4.5706
CHSY1	 9.275	8.8355	8.6611	8.1065	9.1368	8.8648	8.7047	8.2586
CHSY3	4.8326	4.5706	4.5706	4.9917	4.8521	4.5706	4.5706	4.5706
CHTF18	8.4926	7.6179	7.3786	7.0201	8.1662	7.6286	7.0836	6.9368
CHTF8	11.5134	11.2418	 11.307	10.9465	11.2634	11.4228	11.0765	11.1007
CHTOP	10.8092	10.6004	10.5743	10.6732	  10.67	10.6256	10.5966	10.6336
CHUK	9.0483	9.2972	9.2211	9.3328	8.9897	 9.239	9.1888	9.3597
CHURC1	10.1795	9.93431	9.77234	9.73357	10.1027	10.1198	9.75461	 9.8414
CHURC1-FNTB	8.7812	7.2865	8.1233	7.9723	8.3898	 8.155	8.3331	8.0337
CIAO1	10.7727	10.5673	10.4539	10.4527	10.8091	10.6707	10.4135	10.4803
CIAPIN1	9.9699	9.8296	9.9785	9.7027	9.7739	9.8599	9.5781	9.7764
CIB1	 11.235	11.3902	12.2193	12.2122	11.1902	11.7995	12.0774	12.4486
CIB2	7.1222	7.7639	8.5779	8.6067	 6.721	7.9948	8.2883	8.9635
CIB3	4.9053	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
CIB4	5.4649	4.5706	4.5706	4.8754	4.8521	4.9607	5.1005	4.5706
CIC	11.0865	11.0684	11.4742	11.3651	11.0178	11.1971	11.5176	11.4906
CIDEB	8.15953	8.99351	9.88323	10.0428	8.41669	 9.1879	9.69103	10.3415
CIDEC	7.2732	 7.409	8.2896	8.6502	 7.209	 7.483	8.0295	8.7753
CIDECP	6.1675	6.3864	6.5489	6.7313	5.7349	6.4992	6.3292	 6.535
CIITA	5.0549	5.1324	4.9732	4.8689	4.8304	4.8552	 4.968	4.5706
CILP	4.9053	5.1565	4.8689	4.9878	5.2524	4.9725	5.1814	4.8734
CILP2	7.7771	7.0913	7.5169	7.0364	7.2191	7.1187	6.9989	6.8533
CINP	8.4114	8.0307	8.0357	7.6979	8.3895	8.1771	7.9375	 7.997
CIR1	9.4786	9.6484	9.6622	9.7233	9.6849	9.7065	9.9039	9.8734
CIRBP	12.0481	12.1877	12.1365	12.3113	11.8514	12.1651	12.1291	12.2316
CIRBP-AS1	  5.91	6.3159	6.1335	6.4947	 6.502	5.9177	6.2748	6.2712
CIRH1A	9.5497	8.7695	8.6684	8.0306	9.3115	8.4037	8.1418	7.8393
CISD1	8.5114	8.4358	8.5631	8.5707	8.2161	8.6391	8.2369	8.7091
CISD2	9.8288	 9.599	9.6819	9.4647	9.7714	9.7799	9.5524	9.6645
